Food,Category,Amount,Calories,Carbs(in g),Fat(in g),Protein(in g),Meal_type,Region,Type,Categories
Murmura,Gulab, 1 cup (14.0g),56,13,0,1,Snacks,North Indian,Vegetarian,Unhealthy
KALA JAMOON,Taaza, 1 peice,280,48,8,3,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamuns,Amul, 32 g,90,18,2,1,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Generic, 1 piece,143,17,8,2,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jaman,Homemade, 1 ball,142,17,8,2,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Haldiram, 1 gulab jamun,90,7,6,3,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Test, 100 g,360,60,10,2,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Ambala, 100 gram,317,50,12,5,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamon,Trinidad, 1 piece,107,0,0,0,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Swagat, 1 ball,143,17,8,2,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Sweets, 1 medium,175,0,0,0,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Bikaji, 1 oz,96,19,1,1,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Brars, 1 piece,160,24,7,4,Snacks,North Indian,Vegetarian,Unhealthy
Gulab Jamun,Royal, 100 g,271,48,8,2,Snacks,North Indian,Vegetarian,Unhealthy
Kesari Bath,Udipi, 1 cup,620,0,38,7,Snacks,All Indian,Vegetarian,Unhealthy
Kesari Bath,Maiyas, 100 g,248,44,7,2,Snacks,All Indian,Vegetarian,Unhealthy
Kesari bath,Sankethis, 100 gram,408,82,7,5,Snacks,All Indian,Vegetarian,Unhealthy
Kesari Bath,Mamatha Foods, 1 pack,380,59,14,4,Snacks,All Indian,Vegetarian,Unhealthy
Rava Banana Kesari Bath,Homemade-P, 1 cup,300,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Bath Bun,Bath Bun, 1 Bun,200,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Kesari,(Jhs), 1 piece (60g),188,31,6,2,Snacks,All Indian,Vegetarian,Unhealthy
Pineapple Kesari,Homemade, 100 grams,390,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Rava Kesari,Rass, 10 grams,30,5,1,3,Snacks,All Indian,Vegetarian,Unhealthy
Kesari Jivan,Zandu, 1 tbsp,40,4,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Low Fat Rava Kesari,Coolray - Healthy Rava Kesari, 75 gms,115,16,2,4,Snacks,All Indian,Vegetarian,Unhealthy
Bath,Epsom, 2 cups,0,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Kesari  halwa,MTR, 1 cup,256,51,4,4,Snacks,South Indian,Vegetarian,Unhealthy
Rava Kesari,Home Made, 100 gms,223,42,6,3,Snacks,All Indian,Vegetarian,Unhealthy
Kesari Milk Masala,Everest, 1 tsp,23,2,0,1,Snacks,All Indian,Vegetarian,Healthy
Gem,Bath Ales, 1 pint,267,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Shavige Bath,Indian, 1 serving,270,47,8,2,Snacks,All Indian,Vegetarian,Unhealthy
Bath Oliver,Fortt's, 1 biscuit,50,8,2,1,Snacks,All Indian,Vegetarian,Unhealthy
Bath Bun,Sainsbury's, 1 bun,210,36,5,5,Snacks,All Indian,Vegetarian,Unhealthy
Chorizo,Bath Pig, 100 g,440,3,36,25,Snacks,All Indian,Vegetarian,Unhealthy
Maiyas,Mysore pak, 15 grams,92,8,7,1,Snacks,All Indian,Vegetarian,Unhealthy
Mysore Pak,Lal, 100 g,716,54,37,13,Snacks,South Indian,Vegetarian,Unhealthy
Mysore pak,Anand, 1 piece,124,23,3,0,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,(Jhs), 1 piece (44g),250,26,16,1,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,GRB, 1 piece,130,10,9,1,Snacks,South Indian,Vegetarian,Unhealthy
mysore pak,krishna sweets, 1 piece,250,20,18,2,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,Maiyas, 1 box,538,56,33,5,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,Bikana, 30 gram,180,13,14,1,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,Nandini, 100 gram,589,51,41,4,Snacks,South Indian,Vegetarian,Unhealthy
Himalaya Fresh Desi Ghee Mysore Pak,Himalaya Fresh Mysore Pak, 50 g,245,32,12,2,Snacks,South Indian,Vegetarian,Unhealthy
Mysore pak,Anand Bhog, 1 piece,467,42,33,0,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,Nandini Milk Dairy, 25 grams,154,13,11,1,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,Nandini - Delete This., 25 g1piece,617,50,44,5,Snacks,South Indian,Vegetarian,Unhealthy
Ghee Mysore Pak,GRB, 1 piece,250,21,18,2,Snacks,South Indian,Vegetarian,Unhealthy
lal sweets,mysore pak, 2 piece,526,57,32,3,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,Jain Foods, 2 oz,260,32,14,4,Snacks,South Indian,Vegetarian,Unhealthy
mysore pak,lal sweet, 2 piece,526,57,32,3,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak-South Indian Sweet,Indian, 1 pc,197,26,10,2,Snacks,South Indian,Vegetarian,Unhealthy
Mysore Pak,ASHA Sweet Center, 101 g,509,70,23,5,Snacks,South Indian,Vegetarian,Unhealthy
Mutton Curry,Indian Mutton Curry, 1 cup,271,20,17,13,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
Mutton Soup,Indian, 1 bowl,274,10,14,27,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
Mutton Kottu,Indian, 1 serving,877,102,35,39,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
Mutton Gravy,Parampara, 100 g,418,41,26,6,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
"Soup, Mutton, Indian",Generic, 1 g,107,0,2,30,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Indian Mutton Keema,Singapore, 1 serving,385,20,26,21,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton With Gravy,Generic, 1 cup cooked,320,5,13,43,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton Curry,Indian, 158 g,292,4,19,31,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton Gravy,Suhana, 80 gms,430,40,26,9,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton / Lamb Biryani,Indian Food, 1 plate cooked,250,5,11,24,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Shami Kebab Lamb/ Mutton,Indian, 65.9 grams ( 1 pcs),188,10,9,15,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton Briyani,South Indian, 1 plate,500,55,12,25,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton,Mutton, 100 grams,294,0,21,25,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
"Rice, Peas & Curry Mutton",West Indian, 1 portion,400,0,14,0,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
100g Mutton Curry + 50 g Mutton Gravy [150g],Durban, 150 g,300,0,0,0,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Indian Mutton Curry With Potato,Healthxchange.com.sg, 191 g,284,9,12,34,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton Handi - Lamb Dish,Indian Cuisine, 1 plate,299,6,17,32,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton Mince Home Cooked Indian,Generic, 1 cup cooked,175,0,0,0,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Fish Boiled Gravy,Indian, 0.5 cup cooked,100,0,6,16,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Indian Curry Gravy,Yeos, 0.333333 Cup,80,8,5,1,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
bhatura,bhatura, 1 piece,220,28,9,7,Lunch/Dinner,North Indian,Vegetarian,Healthy
Bhatura,Homemade, 1 bhatura,230,32,9,5,Lunch/Dinner,North Indian,Vegetarian,Healthy
Bhatura,Ashoka, 1 piece,210,26,9,4,Lunch/Dinner,North Indian,Vegetarian,Healthy
Bhatura Small,Homemade, 1 piece,148,15,9,3,Lunch/Dinner,North Indian,Vegetarian,Healthy
Channa Bhatura,Generic, 1 plate,522,73,20,15,Lunch/Dinner,North Indian,Vegetarian,Healthy
Choley Bhatura,Haldiram, 0.5 container (200g),590,56,35,13,Lunch/Dinner,North Indian,Vegetarian,Healthy
Bhatura (Grilled),Indian, 1 piece,107,23,1,2,Lunch/Dinner,North Indian,Vegetarian,Healthy
Bhatura,Swad, 1 piece,230,25,12,4,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chole,Kc, 1 cup,157,24,5,7,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chole,Nm, 3 oz,40,8,1,2,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chana Bhatura,North Indian, 1 Bhatura + 1/2 cup cooked Chana,525,73,20,15,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chana Bhatura,Epic, 1 serving,581,91,17,17,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chana Bhatura,Home Made, 2 Bhatura,522,72,20,15,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chole,Chawal, 1 plate,0,0,0,0,Lunch/Dinner,North Indian,Vegetarian,Healthy
Choley Bhatura,Haldiram's Nagpur, 0.5 container (200g),590,56,35,13,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chole Chatpate,Mirch Masala Frozen Chole, 0.5 tray,210,18,12,5,Lunch/Dinner,North Indian,Vegetarian,Healthy
Bhatura,Masala Bagh, 100 g,356,50,16,6,Lunch/Dinner,North Indian,Vegetarian,Healthy
Chole,Dp, 1 oz,40,0,0,0,Lunch/Dinner,North Indian,Vegetarian,Healthy
Maa Chole Daal [ [cooked],Rockfella's Maa Chole, 100 Grams,222,27,10,9,Lunch/Dinner,North Indian,Vegetarian,Healthy
Cholle Bhatura (84167.0),Eurest, 1 serving(s),746,94,32,22,Lunch/Dinner,North Indian,Vegetarian,Healthy
Puri,puri, 1 piece,107,17,3,3,Breakfast,North Indian,Vegetarian,Healthy
Masala Puri,Masala Puri, 1 pc,36,8,0,1,Snacks,North Indian,Vegetarian,Unhealthy
Pani Puri,Pani Puri, 1 piece,36,4,2,1,Snacks,North Indian,Vegetarian,Unhealthy
Sev-Puri Puri,Anand, 42 gm,231,23,14,3,Snacks,North Indian,Vegetarian,Unhealthy
puri puri chicken ,lidl, 0.5 pack,258,2,7,46,Snacks,North Indian,Non Vegetarian,Unhealthy
Vidhya's Pani Puri,Pani Puri, 11 pcs,270,331,12,6,Snacks,North Indian,Vegetarian,Unhealthy
puri puri chicken,aldi, 100 g,210,0,12,25,Snacks,North Indian,Non Vegetarian,Unhealthy
Pani Puri empty,Pani Puri, 5 pieces,70,8,3,1,Snacks,North Indian,Vegetarian,Unhealthy
Puri,Nirvana," 4 puri (1.5"" diameter)",112,16,5,3,Breakfast,North Indian,Vegetarian,Healthy
Puri,Generic, 1 (4-4/5 diameter),107,16,5,3,Breakfast,North Indian,Vegetarian,Healthy
Geela Bhel Puri,Geela Bhel Puri, 130 g,351,33,13,5,Snacks,North Indian,Vegetarian,Unhealthy
Deep Pani Puri,Deep Pani Puri, 5 pieces (17g),90,11,4,2,Snacks,North Indian,Vegetarian,Unhealthy
puri,ketos puri, 100 gram,166,34,7,6,Breakfast,North Indian,Vegetarian,Healthy
Puri,Mazedar Puri, 1 puri,130,20,5,2,Breakfast,North Indian,Vegetarian,Healthy
puri Snacks,Tea time puri, 1 cup,107,10,6,2,Snacks,North Indian,Vegetarian,Unhealthy
Qatos puri,Qatos puri dachrilii puri+, 1 loaf,192,37,2,8,Snacks,North Indian,Vegetarian,Unhealthy
Puri,Foodmart, 1 (35gr),131,18,6,3,Breakfast,North Indian,Vegetarian,Healthy
potato,puri, 45 oz,124,0,4,0,Snacks,North Indian,Vegetarian,Unhealthy
Duo puri,Dal puri, 1 piece,110,16,3,3,Snacks,North Indian,Vegetarian,Unhealthy
Puri - 1,Homemade, 1 puri,107,17,3,3,Breakfast,North Indian,Non Vegetarian,Healthy
Mutton,Mutton, 100 grams,294,0,21,25,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Fried Mutton,Fried Mutton, 100 g,235,0,14,26,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Kurma Sauce Kuah Kurma,Delimas, 45 g,60,3,5,1,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Biryani-mutton,Biryani-mutton, 439.3 G,640,80,23,10,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Mutton Soup,Mutton Soup, 1 cup,382,30,17,27,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
kurma,rossara, 40 gm 5-6 biji,120,32,0,0,Lunch/Dinner,All Indian,Vegetarian,Healthy
Kurma,Trinidad, 57 g,215,39,6,3,Lunch/Dinner,All Indian,Vegetarian,Healthy
P's Vegetable Kurma,P's Vegetable Kurma, 0.5 cup,50,0,0,0,Lunch/Dinner,All Indian,Vegetarian,Healthy
tin mutton ,corned mutton, 100 g,180,0,13,16,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Mutton Curry,Indian Mutton Curry, 1 cup,271,20,17,13,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Raw Boneless Mutton,Mutton, 100 grams,230,0,14,26,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Dates,Kurma, 6 dates,120,31,0,1,Snacks,All Indian,Vegetarian,Unhealthy
Kurma,Palm'Fruit, 4 dates,110,29,0,1,Lunch/Dinner,All Indian,Vegetarian,Healthy
Veg Kurma,Scc, 150 g,300,60,10,6,Lunch/Dinner,All Indian,Vegetarian,Healthy
Grill Bbq Mutton Ribs,Mikes Mutton, 100 gg,300,0,28,25,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Mutton Pulao,Home Made Mutton Pulao, 1 serving,578,59,22,36,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Navaratan Kurma,Mtr, 0.333 cup,180,9,14,4,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Kurma,Spore, 519 g,877,39,67,29,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Ayam Kurma,My, 1 piece /125g,179,1,14,13,Lunch/Dinner,All Indian,Vegetarian,Healthy
Kurma mix,Baba's kurma mix, 13 g,57,8,2,2,Lunch/Dinner,All Indian,Vegetarian,Healthy
Kerala Parota,Parota, 1 number,290,42,9,11,Breakfast,South Indian,Vegetarian,Healthy
parota,Anand Kerala parota, 908 gram,316,51,9,8,Breakfast,North Indian,Vegetarian,Healthy
Kerala Parota,Generic, 1 cooked,198,176,14,26,Breakfast,North Indian,Vegetarian,Healthy
parota,Anand Kerala, 100 gram,316,51,0,8,Breakfast,North Indian,Vegetarian,Healthy
Kerala Parota,Anand, 1 pcs,318,51,9,8,Breakfast,South Indian,Vegetarian,Healthy
kerala parota,the indian coffee house, 100 gram,373,48,16,9,Breakfast,South Indian,Vegetarian,Healthy
Parota,Id Special Parota, 100 g,357,47,15,8,Breakfast,North Indian,Vegetarian,Healthy
Malabar Parota (Layered flat bread),Tastes of Kerala, 56.7 gram,165,31,3,4,Breakfast,North Indian,Vegetarian,Healthy
Parota,Sumeru, 1 piece,200,0,0,0,Breakfast,North Indian,Vegetarian,Healthy
parota ,malabar, 1 piece,238,27,10,4,Breakfast,North Indian,Vegetarian,Healthy
Parota,Anand, 60 grams,376,0,6,0,Breakfast,North Indian,Vegetarian,Healthy
Parota,Kpn, 1 pc,180,0,11,0,Breakfast,North Indian,Vegetarian,Healthy
Methi Parota,Generic, 1 piece,200,25,11,5,Breakfast/Lunch/Dinner,North Indian,Vegetarian,Healthy
parota,apple, 75 gram,281,31,11,7,Breakfast,North Indian,Vegetarian,Healthy
Aloo Parota,Generic, 1 parota,280,50,9,0,Breakfast/Lunch/Dinner,North Indian,Vegetarian,Healthy
Parota,Bangladeshi Curry, 100 g,280,45,2,8,Breakfast,North Indian,Vegetarian,Healthy
Parota,Arya’s, 60 gms,400,77,6,10,Breakfast,North Indian,Vegetarian,Healthy
Wheat Parota,I.d. Special, 100 grams,373,48,16,9,Breakfast/Lunch/Dinner,North Indian,Vegetarian,Healthy
Kpn - Parota,Generic, 1 pc,180,0,11,0,Breakfast/Lunch/Dinner,North Indian,Vegetarian,Healthy
Kachimor,Kerala, 1 cup cooked,70,0,0,0,Snacks,North Indian,Vegetarian,Unhealthy
aloo bhujia,aloo bhujia, 27 grams,156,11,12,2,Snacks,North Indian,Vegetarian,Unhealthy
Aloo Matar,Aloo Matar Shorba, 293.3 Gram,219,48,1,7,Snacks,North Indian,Vegetarian,Unhealthy
Aloo Gobhi,Sara's Aloo Gobhi, 2 cups,155,23,3,5,Snacks,North Indian,Vegetarian,Unhealthy
Aloo Mattar,Food.com Aloo Mattar, 1 cup,119,23,2,5,Snacks,North Indian,Vegetarian,Unhealthy
Indian-Aloo Chaat,Indian - Aloo Chaat, 1 (300g),224,51,1,6,Snacks,North Indian,Vegetarian,Unhealthy
Aloo Tikki,Mccann Aloo Tikki, 1 piece,60,0,0,0,Lunch/Dinner,North Indian,Vegetarian,Healthy
Nutrella Aloo Curry,Nutrella Aloo Curry, 1 cup cooked,195,28,3,14,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Parantha (Large),Aloo Parantha (Large), 105 g,154,23,9,3,Lunch/Dinner,North Indian,Vegetarian,Healthy
Waitrose Aloo Saag,Waitrose Aloo Saag, 100 g,77,5,4,2,Lunch/Dinner,North Indian,Vegetarian,Healthy
Bhune Aloo,Aloo, 100 gram,77,17,0,2,Lunch/Dinner,North Indian,Vegetarian,Healthy
Cauliflower Aloo,Cauliflower Aloo, 125 gram,158,9,12,4,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Palak,Generic, 1 cup cooked,149,21,4,7,Lunch/Dinner,North Indian,Vegetarian,Healthy
Beans Aloo,Homemade, 1 cup,143,34,0,5,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Paratha,Deep, 1 Piece (95g),265,41,9,5,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Ghobi,Indian, 125 g,108,17,4,3,Lunch/Dinner,North Indian,Vegetarian,Healthy
Sag Aloo,Sainsburys, 0.5 pack,150,11,10,3,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Baingan,Homemade, 1 serving,97,21,12,3,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Prantha,Homemade, 1 piece,184,21,6,5,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Parantha,Homemade, 1 parantha,150,55,3,6,Lunch/Dinner,North Indian,Vegetarian,Healthy
Aloo Methi,Sabzi, 28.25 gm (1 oz),50,4,4,1,Lunch/Dinner,North Indian,Vegetarian,Healthy
Vada Pav,Generic, 1 piece,300,55,9,3,Snacks,South Indian,Vegetarian,Unhealthy
Indian Vada Pav,Generic, 1 regular,202,27,6,11,Snacks,South Indian,Vegetarian,Unhealthy
Vada pav,Ashoka, 1 piece,165,24,6,4,Snacks,South Indian,Vegetarian,Unhealthy
Mumbai Pav - for Vada Pav and Bhaji Pav,Kcb, 1.6 oz,180,29,6,3,Snacks,South Indian,Vegetarian,Unhealthy
Spicy Vada Pav,TeeToz, 1 Jumbo,0,0,0,0,Snacks,South Indian,Vegetarian,Unhealthy
Vada Pav,Govardhan Thal, 1 piece,300,55,9,3,Snacks,South Indian,Vegetarian,Unhealthy
Vada Pav - Fried Potato Vada With Bun,They Daily Plates Calorie Counter, 1 pc,213,38,3,3,Snacks,South Indian,Vegetarian,Unhealthy
the Most Accurate One!,Generic Vada Pav, 1 cup,100,1,1,50,Breakfast,South Indian,Vegetarian,Healthy
Masala Vada,Masala Vada, 2 pc,100,19,1,5,Snacks,South Indian,Vegetarian,Unhealthy
Wada Pav,Wada Pav, 1 vada Pav (2 buns),270,37,9,8,Snacks,South Indian,Vegetarian,Unhealthy
Pav Bhaji Without Pav/Bread,Pav Bhaji-W/O Pav, 1 cup,160,18,9,3,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Homemade - Medu Vada, 2 Pieces,334,43,11,14,Snacks,South Indian,Vegetarian,Unhealthy
Vada,Generic, 1 No,115,12,6,2,Snacks,South Indian,Vegetarian,Unhealthy
Pav Bhaji (Without Pav),Homemade, 150 g,160,18,9,3,Snacks,South Indian,Vegetarian,Unhealthy
Pav,Nilgiris Pav, 1 pav,310,47,10,9,Snacks,South Indian,Vegetarian,Unhealthy
Mumbai Pav,Pav-wala, 46 g,120,23,1,4,Snacks,South Indian,Vegetarian,Unhealthy
Vada,Vish, 1 Piece - 66 grams,240,16,18,6,Snacks,South Indian,Vegetarian,Unhealthy
Pav,Wheat, 100 g,180,55,1,8,Snacks,South Indian,Vegetarian,Unhealthy
Pav Toasted With Butter,Pav Bhaji, 1 pav,100,0,0,0,Snacks,South Indian,Vegetarian,Unhealthy
Indian Pav Bhaji (Incl Pav),Homemade, 1 Plate with 1/2 Pavs,200,47,12,7,Snacks,South Indian,Vegetarian,Unhealthy
Masala Vada,Masala Vada, 2 pc,100,19,1,5,Snacks,South Indian,Vegetarian,Unhealthy
Medu Vada,Homemade - Medu Vada, 2 Pieces,334,43,11,14,Snacks,South Indian,Vegetarian,Unhealthy
Vada,Generic, 1 No,115,12,6,2,Snacks,South Indian,Vegetarian,Unhealthy
Vada,Vish, 1 Piece - 66 grams,240,16,18,6,Snacks,South Indian,Vegetarian,Unhealthy
Vada,Ammas pariippu vada, 2 pc,136,20,3,7,Snacks,South Indian,Vegetarian,Unhealthy
Vada for Dahi-Vada,Deep Indian Gourmet, 2 Pieces,140,11,8,5,Snacks,South Indian,Vegetarian,Unhealthy
Dahi Vada,Homemade, 2 pieces,334,28,21,11,Snacks,South Indian,Vegetarian,Unhealthy
Vada Pav,Generic, 1 piece,300,55,9,3,Snacks,South Indian,Vegetarian,Unhealthy
Medu Vada,Udupi, 2 pieces (66g),180,24,7,6,Snacks,South Indian,Vegetarian,Unhealthy
Vada,Baps, 1 oz,200,18,10,10,Snacks,South Indian,Vegetarian,Unhealthy
Medu Vada,Test, 1 Piece,170,24,6,4,Snacks,South Indian,Vegetarian,Unhealthy
Dahi Vada,Sdsa, 2 pieces,360,60,16,4,Snacks,South Indian,Vegetarian,Unhealthy
Masala Vada,Generic, 1 piece,100,19,4,5,Snacks,South Indian,Vegetarian,Unhealthy
Medu Vada,Udipi, 1 piece,185,15,6,8,Snacks,South Indian,Vegetarian,Unhealthy
Medhu Vada,Generic, 1 piece,240,16,18,6,Snacks,South Indian,Vegetarian,Unhealthy
Sabudana Vada,Homemade, 1 piece 25 g,150,0,0,0,Snacks,South Indian,Vegetarian,Unhealthy
Medu Vada,Generic, 2 pcs,334,43,11,14,Snacks,South Indian,Vegetarian,Unhealthy
Parippu Vada,Sunfeast, 1 Piece,100,18,0,7,Snacks,South Indian,Vegetarian,Unhealthy
Dahi Vada,Generic, 1 cup,131,5,0,2,Snacks,South Indian,Vegetarian,Unhealthy
vada,MTR, 2 pieces,236,17,16,6,Snacks,South Indian,Vegetarian,Unhealthy
Ghee Rice,Indian, 0.5 cup cooked,168,27,5,4,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee, 1 tsp,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Cow Ghee, 0.5 cup,680,0,76,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee (Clarified Butter), 1 Tbsp,135,0,15,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
ghee ,organic ghee, 1 tablespoon,117,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee primal, 10 grams,135,0,15,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Vital Ghee, 1 tablespoon,112,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Organic Valley Ghee, 1 Teaspoon,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,PATANJALI COWS GHEE, 100 gram,898,0,100,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Amul cow ghee, 1 tbsp,130,0,14,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Brars ghee, 2 tsp,90,0,10,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Basmati Rice With Ghee,Home Made, 85 g,298,62,4,6,Lunch/Dinner,South Indian,Vegetarian,Healthy
Manteiga ghee,Ghee banqueteria, 5 grama,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
White Rice,Ghee Rice - Indian, 45 mg,160,34,1,5,Lunch/Dinner,South Indian,Vegetarian,Healthy
Nasi Minyak (Ghee Rice),Home Cook, 0.125 plate,55,9,12,8,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ambar Ghee, 30 gr.,112,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Chitale Ghee, 100 ml,818,1,91,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
ghee,clover ghee, 15 g,132,0,15,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Tom's Ghee, 1 teaspoon,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Swad, 14 g,123,0,14,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
dal,curry, 140 g,190,18,10,6,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Curry,Bangladeshi Curry, 100 g,70,9,9,5,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Curry,Shana, 100 grams,65,0,2,4,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Curry,Abaruchi, 1 CUP,258,34,8,14,Lunch/Dinner,North Indian,Vegetarian,Healthy
Mix Dal Curry,Aligarh, 1 Cup Cooked,215,38,8,14,Lunch/Dinner,North Indian,Vegetarian,Healthy
Moong Dal Curry With Onion N Tomoto,Moong Dal Curry, 0.5 cup cooked,75,18,3,4,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Masala Curry,Deep, 5 oz,200,24,9,7,Lunch/Dinner,North Indian,Vegetarian,Healthy
Indian Dal (Lentils) Curry,Homemade Tadka Dal, 0.5 cup,70,11,1,4,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Curry Mix,Shan, 25 g,45,7,1,1,Lunch/Dinner,North Indian,Vegetarian,Healthy
Broccoli Dal Curry,Homemade, 1 serving (669g),445,59,15,26,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal and Spinach Curry,Eurest, 1 cup,380,44,19,16,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Curry,Carols, 196 gr,493,79,12,18,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Curry,Carol's, 128 g,93,17,0,7,Lunch/Dinner,North Indian,Vegetarian,Healthy
Dal Tadka Lentil Curry,Patel's, 1 Cup,126,16,4,6,Lunch/Dinner,North Indian,Vegetarian,Healthy
Yellow Lentils Curry Dal,Kohinoor, 1 cup,160,21,5,8,Lunch/Dinner,North Indian,Vegetarian,Healthy
Tomato Dal Curry,Generic, 1 cup,254,46,3,16,Lunch/Dinner,North Indian,Vegetarian,Healthy
Creamy Dal Curry,Patti, 100 g,104,3,7,7,Lunch/Dinner,North Indian,Vegetarian,Healthy
